,Item,Price,Link
100,"AKG K72 Closed Back Studio Headphones, Black, Pack of 1","2,749",https://amazon.in//AKG-K72-Close-Back-Studio-Headphones/dp/B01AYSNHVQ/ref=sr_1_51?crid=1RX9B2Y19OZKP&dib=eyJ2IjoiMSJ9.rnXaVTUwhQ97Ddh9S6KjEuSCvETUCiBggpEXsUR6hKXLabUMTx6WnC1H5J18CxY8hq_n3gpfQsuJm56yaA0RkpM-Dn_SmAwpXi3o4MehochZqcc0-3HwiW2NNfXlAZ_oBIuVOYgoVUL3Hk3-NXXurIlMP1e-pPbIF_vEbyYISV7yv890ZzEMHl0uGZgpX8481q70i_tXFIXxtYxkX908iQrcjpSDiR9aABC7gDiQzkY.cOuvzR9fTmwmiHAtGzjVIPaQWpToF-md36MMxXMiT78&dib_tag=se&keywords=headphones&qid=1719657087&sprefix=hea%2Caps%2C323&sr=8-51
101,"PHILIPS Wireless On Ear Headphones TAH8506BK, Sleek Design with Noise Cancellation Pro,Upto 60 Hrs of Play time, Touch Control (Black), Sensitivity: 96 dB (1K Hz)","8,299",https://amazon.in//Philips-Wireless-Headphones-TAH8506BK-Cancelling/dp/B09Q6BQBSC/ref=sr_1_52?crid=1RX9B2Y19OZKP&dib=eyJ2IjoiMSJ9.rnXaVTUwhQ97Ddh9S6KjEuSCvETUCiBggpEXsUR6hKXLabUMTx6WnC1H5J18CxY8hq_n3gpfQsuJm56yaA0RkpM-Dn_SmAwpXi3o4MehochZqcc0-3HwiW2NNfXlAZ_oBIuVOYgoVUL3Hk3-NXXurIlMP1e-pPbIF_vEbyYISV7yv890ZzEMHl0uGZgpX8481q70i_tXFIXxtYxkX908iQrcjpSDiR9aABC7gDiQzkY.cOuvzR9fTmwmiHAtGzjVIPaQWpToF-md36MMxXMiT78&dib_tag=se&keywords=headphones&qid=1719657087&sprefix=hea%2Caps%2C323&sr=8-52
102,"JBL Tune 760NC, Wireless Over Ear Active Noise Cancellation Headphones with Mic, upto 50 Hours Playtime, Multi-Device Connectivity, Pure Bass, AUX & Voice Assistant Support for Mobile Phones (Black)","4,999",https://amazon.in//JBL-Cancellation-Headphones-Playtime-Assistant/dp/B096FYLJ6M/ref=sr_1_53?crid=1RX9B2Y19OZKP&dib=eyJ2IjoiMSJ9.rnXaVTUwhQ97Ddh9S6KjEuSCvETUCiBggpEXsUR6hKXLabUMTx6WnC1H5J18CxY8hq_n3gpfQsuJm56yaA0RkpM-Dn_SmAwpXi3o4MehochZqcc0-3HwiW2NNfXlAZ_oBIuVOYgoVUL3Hk3-NXXurIlMP1e-pPbIF_vEbyYISV7yv890ZzEMHl0uGZgpX8481q70i_tXFIXxtYxkX908iQrcjpSDiR9aABC7gDiQzkY.cOuvzR9fTmwmiHAtGzjVIPaQWpToF-md36MMxXMiT78&dib_tag=se&keywords=headphones&qid=1719657087&sprefix=hea%2Caps%2C323&sr=8-53
103,"ZEBRONICS THUNDER PRO Wireless Headphone with Dual Pairing, Gaming Mode, ENC, Bluetooth, Call Function, Aux, Micro SD, Voice Assistant, Deep Bass, Up to 60h backup (Olive Green)",999,https://amazon.in//ZEBRONICS-PRO-Headphone-Bluetooth-Assistant/dp/B0CTXGDCSB/ref=sr_1_54?crid=1RX9B2Y19OZKP&dib=eyJ2IjoiMSJ9.rnXaVTUwhQ97Ddh9S6KjEuSCvETUCiBggpEXsUR6hKXLabUMTx6WnC1H5J18CxY8hq_n3gpfQsuJm56yaA0RkpM-Dn_SmAwpXi3o4MehochZqcc0-3HwiW2NNfXlAZ_oBIuVOYgoVUL3Hk3-NXXurIlMP1e-pPbIF_vEbyYISV7yv890ZzEMHl0uGZgpX8481q70i_tXFIXxtYxkX908iQrcjpSDiR9aABC7gDiQzkY.cOuvzR9fTmwmiHAtGzjVIPaQWpToF-md36MMxXMiT78&dib_tag=se&keywords=headphones&qid=1719657087&sprefix=hea%2Caps%2C323&sr=8-54
104,"JBL Tune 510BT, On Ear Wireless Headphones with Mic, up to 40 Hours Playtime, Pure Bass, Quick Charging, Dual Pairing, Bluetooth 5.0 & Voice Assistant Support for Mobile Phones (Blue)","2,799",https://amazon.in//JBL-Wireless-Headphones-Bluetooth-Assistant/dp/B08QTVL6C5/ref=sr_1_55?crid=1RX9B2Y19OZKP&dib=eyJ2IjoiMSJ9.rnXaVTUwhQ97Ddh9S6KjEuSCvETUCiBggpEXsUR6hKXLabUMTx6WnC1H5J18CxY8hq_n3gpfQsuJm56yaA0RkpM-Dn_SmAwpXi3o4MehochZqcc0-3HwiW2NNfXlAZ_oBIuVOYgoVUL3Hk3-NXXurIlMP1e-pPbIF_vEbyYISV7yv890ZzEMHl0uGZgpX8481q70i_tXFIXxtYxkX908iQrcjpSDiR9aABC7gDiQzkY.cOuvzR9fTmwmiHAtGzjVIPaQWpToF-md36MMxXMiT78&dib_tag=se&keywords=headphones&qid=1719657087&sprefix=hea%2Caps%2C323&sr=8-55
105,"Sony WH-CH720N, Wireless Over-Ear Active Noise Cancellation Headphones with Mic, up to 35 Hours Playtime, Multi-Point Connection, App Support, AUX & Voice Assistant Support for Mobile Phones (Blue)","8,990",https://amazon.in//Sony-WH-CH720N-Cancellation-Headphones-Multi-Point/dp/B0BXXPG6FP/ref=sr_1_56?crid=1RX9B2Y19OZKP&dib=eyJ2IjoiMSJ9.rnXaVTUwhQ97Ddh9S6KjEuSCvETUCiBggpEXsUR6hKXLabUMTx6WnC1H5J18CxY8hq_n3gpfQsuJm56yaA0RkpM-Dn_SmAwpXi3o4MehochZqcc0-3HwiW2NNfXlAZ_oBIuVOYgoVUL3Hk3-NXXurIlMP1e-pPbIF_vEbyYISV7yv890ZzEMHl0uGZgpX8481q70i_tXFIXxtYxkX908iQrcjpSDiR9aABC7gDiQzkY.cOuvzR9fTmwmiHAtGzjVIPaQWpToF-md36MMxXMiT78&dib_tag=se&keywords=headphones&qid=1719657087&sprefix=hea%2Caps%2C323&sr=8-56
106,"JBL C50HI, Wired in Ear Headphones with Mic, One Button Multi-function Remote, Lightweight & Comfortable fit (Black)",499,https://amazon.in//JBL-C50HI-Ear-Headphones-Black/dp/B07JQKQ91F/ref=sr_1_57?crid=1RX9B2Y19OZKP&dib=eyJ2IjoiMSJ9.rnXaVTUwhQ97Ddh9S6KjEuSCvETUCiBggpEXsUR6hKXLabUMTx6WnC1H5J18CxY8hq_n3gpfQsuJm56yaA0RkpM-Dn_SmAwpXi3o4MehochZqcc0-3HwiW2NNfXlAZ_oBIuVOYgoVUL3Hk3-NXXurIlMP1e-pPbIF_vEbyYISV7yv890ZzEMHl0uGZgpX8481q70i_tXFIXxtYxkX908iQrcjpSDiR9aABC7gDiQzkY.cOuvzR9fTmwmiHAtGzjVIPaQWpToF-md36MMxXMiT78&dib_tag=se&keywords=headphones&qid=1719657087&sprefix=hea%2Caps%2C323&sr=8-57
107,"Sony WH-1000XM5 Wireless The Best Active Noise Cancelling Headphones, 8 Mics for Clear Calling, Battery- 40Hrs(w/o NC), 30Hrs(with NC), 3Min Quick Charge=3Hrs Playback, Multi Point Connectivity -Black","31,990",https://amazon.in//Sony-WH-1000XM5-Wireless-Cancelling-Headphones/dp/B09XS7JWHH/ref=sr_1_58?crid=1RX9B2Y19OZKP&dib=eyJ2IjoiMSJ9.rnXaVTUwhQ97Ddh9S6KjEuSCvETUCiBggpEXsUR6hKXLabUMTx6WnC1H5J18CxY8hq_n3gpfQsuJm56yaA0RkpM-Dn_SmAwpXi3o4MehochZqcc0-3HwiW2NNfXlAZ_oBIuVOYgoVUL3Hk3-NXXurIlMP1e-pPbIF_vEbyYISV7yv890ZzEMHl0uGZgpX8481q70i_tXFIXxtYxkX908iQrcjpSDiR9aABC7gDiQzkY.cOuvzR9fTmwmiHAtGzjVIPaQWpToF-md36MMxXMiT78&dib_tag=se&keywords=headphones&qid=1719657087&sprefix=hea%2Caps%2C323&sr=8-58
108,"pTron InTunes Ultima In-Ear Wireless Earphones with Mic, 18 Hrs Music with Mega Bass, Bluetooth 5.0 Neckband, Lightweight, Voice Assistant, Type-C Fast Charging, IPX4 Water Resistant (Jet Black & Red)",599,https://amazon.in//sspa/click?ie=UTF8&spc=MTo1OTcwNjk5ODY0ODIyMTgwOjE3MTk2NTcwODc6c3BfbXRmOjMwMDE5NzAyNzkzNjMzMjo6MDo6&url=%2FpTron-InTunes-Ultima-Earphones-Lightweight%2Fdp%2FB0D3M1WGV3%2Fref%3Dsr_1_59_sspa%3Fcrid%3D1RX9B2Y19OZKP%26dib%3DeyJ2IjoiMSJ9.rnXaVTUwhQ97Ddh9S6KjEuSCvETUCiBggpEXsUR6hKXLabUMTx6WnC1H5J18CxY8hq_n3gpfQsuJm56yaA0RkpM-Dn_SmAwpXi3o4MehochZqcc0-3HwiW2NNfXlAZ_oBIuVOYgoVUL3Hk3-NXXurIlMP1e-pPbIF_vEbyYISV7yv890ZzEMHl0uGZgpX8481q70i_tXFIXxtYxkX908iQrcjpSDiR9aABC7gDiQzkY.cOuvzR9fTmwmiHAtGzjVIPaQWpToF-md36MMxXMiT78%26dib_tag%3Dse%26keywords%3Dheadphones%26qid%3D1719657087%26sprefix%3Dhea%252Caps%252C323%26sr%3D8-59-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGY%26psc%3D1
109,"soundcore by Anker, Space One, Active Noise Cancelling Headphones, 2X Stronger Voice Reduction, 40H ANC Playtime, App Control, LDAC Hi-Res Wireless Audio, Comfortable Fit, Clear Calls, Bluetooth 5.3","8,999",https://amazon.in//sspa/click?ie=UTF8&spc=MTo1OTcwNjk5ODY0ODIyMTgwOjE3MTk2NTcwODc6c3BfbXRmOjMwMDE2NDA0MDg0NDMzMjo6MDo6&url=%2FSoundcore-Cancelling-Headphones-Reduction-Comfortable%2Fdp%2FB0C6KJ3R71%2Fref%3Dsr_1_60_sspa%3Fcrid%3D1RX9B2Y19OZKP%26dib%3DeyJ2IjoiMSJ9.rnXaVTUwhQ97Ddh9S6KjEuSCvETUCiBggpEXsUR6hKXLabUMTx6WnC1H5J18CxY8hq_n3gpfQsuJm56yaA0RkpM-Dn_SmAwpXi3o4MehochZqcc0-3HwiW2NNfXlAZ_oBIuVOYgoVUL3Hk3-NXXurIlMP1e-pPbIF_vEbyYISV7yv890ZzEMHl0uGZgpX8481q70i_tXFIXxtYxkX908iQrcjpSDiR9aABC7gDiQzkY.cOuvzR9fTmwmiHAtGzjVIPaQWpToF-md36MMxXMiT78%26dib_tag%3Dse%26keywords%3Dheadphones%26qid%3D1719657087%26sprefix%3Dhea%252Caps%252C323%26sr%3D8-60-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGY%26psc%3D1
